Date,Hour,Total_series_values
2020-03-11,11,4700.93
2020-03-11,12,5129.37
2020-03-11,13,5486.79
2020-03-11,14,5716.24
2020-03-11,15,5723.44
2020-03-11,16,5677.14
2020-03-11,17,5385.66
2020-03-11,18,4788.52
2020-03-11,19,3885.72
2020-03-11,20,3527.64
2020-03-11,21,3677.5
2020-03-11,22,3150.66
2020-03-11,23,2618.42
2020-03-12,0,2248.38
2020-03-12,1,2159.74
2020-03-12,2,2181.6
2020-03-12,3,2157.96
2020-03-12,4,2145.32
2020-03-12,5,2295.58
2020-03-12,6,2478.53
2020-03-12,7,3169.43
2020-03-12,8,3792.5
2020-03-12,9,4345.25
2020-03-12,10,4867.19
2020-03-12,11,5205.02
2020-03-12,12,5529.68
2020-03-12,13,5842.8
2020-03-12,14,5977.24
2020-03-12,15,6053.79
2020-03-12,16,5800.54
2020-03-12,17,5574.46
2020-03-12,18,5029.69
2020-03-12,19,4064.0299999999997
2020-03-12,20,3646.7
2020-03-12,21,3674.1
2020-03-12,22,3183
2020-03-12,23,2519.1
2020-03-13,0,2214.7
2020-03-13,1,2147
2020-03-13,2,2112.4
2020-03-13,3,2103.8
2020-03-13,4,2110.1
2020-03-13,5,2288.6
2020-03-13,6,2486.43
2020-03-13,7,3272.02
2020-03-13,8,3853.58
2020-03-13,9,4437.67
2020-03-13,10,4996.73
2020-03-13,11,5307.39
2020-03-13,12,5567.31
2020-03-13,13,5763.4800000000005
2020-03-13,14,5794.18
2020-03-13,15,5767.9800000000005
2020-03-13,16,5547.12
2020-03-13,17,4820.96
2020-03-13,18,4012.34
2020-03-13,19,3312.39
2020-03-13,20,3009
2020-03-13,21,2904.6
2020-03-13,22,2542
2020-03-13,23,2144.9
2020-03-14,0,1940.4
2020-03-14,1,1880
2020-03-14,2,1862.7
2020-03-14,3,1860
2020-03-14,4,1854.8
2020-03-14,5,1994.1
2020-03-14,6,2107.7
2020-03-14,7,2197.28
2020-03-14,8,2472.95
2020-03-14,9,2636.33
2020-03-14,10,2699.86
2020-03-14,11,2830.38
2020-03-14,12,2755.5
2020-03-14,13,2707.28
2020-03-14,14,2661.81
2020-03-14,15,2551.05
2020-03-14,16,2481.71
2020-03-14,17,2404.96
2020-03-14,18,2389.98
2020-03-14,19,2421.45
2020-03-14,20,2441.6
2020-03-14,21,2382
2020-03-14,22,2115
2020-03-14,23,1951.8
2020-03-15,0,1912.3
2020-03-15,1,1885.3
2020-03-15,2,1879.7
2020-03-15,3,1871.3999999999999
2020-03-15,4,1857.1
2020-03-15,5,1988.8
2020-03-15,6,2095.31
2020-03-15,7,2367.62
2020-03-15,8,2488.13
2020-03-15,9,2459.22
2020-03-15,10,2604.72
2020-03-15,11,2456.4
2020-03-15,12,2308.67
2020-03-15,13,2280.8
2020-03-15,14,2373.95
2020-03-15,15,2368.57
2020-03-15,16,2390.36
2020-03-15,17,2405.7599999999998
2020-03-15,18,2434.89
2020-03-15,19,2356.36
2020-03-15,20,2331.4
2020-03-15,21,2237.7
2020-03-15,22,2116.2
2020-03-15,23,2030.5
2020-03-16,0,2013.9
2020-03-16,1,2008.7
2020-03-16,2,1967.9
2020-03-16,3,1902.9
2020-03-16,4,1920.9
2020-03-16,5,2105.1
2020-03-16,6,2345.17
2020-03-16,7,3253.23
2020-03-16,8,3875.37
2020-03-16,9,4407.5
2020-03-16,10,4891.99
2020-03-16,11,5077.1
2020-03-16,12,5098.33
2020-03-16,13,5218.42
2020-03-16,14,5144.84
2020-03-16,15,5226.59
2020-03-16,16,5138.65
2020-03-16,17,4944.31
2020-03-16,18,4634.11
2020-03-16,19,3993.33
2020-03-16,20,3447.6
2020-03-16,21,3199.3
2020-03-16,22,2654.6
2020-03-16,23,2223.3
2020-03-17,0,1991
2020-03-17,1,1928.8
2020-03-17,2,1914.1000000000001
2020-03-17,3,1905.1000000000001
2020-03-17,4,1952.2
2020-03-17,5,2203
2020-03-17,6,2455.65
2020-03-17,7,3120.04
2020-03-17,8,3800.46
2020-03-17,9,4281.3
2020-03-17,10,4594.27
2020-03-17,11,4633.51
2020-03-17,12,4780.4
2020-03-17,13,5070.68
2020-03-17,14,5265.87
2020-03-17,15,5299.13
2020-03-17,16,5122.88
2020-03-17,17,4971.47
2020-03-17,18,4592.04
2020-03-17,19,3835.12
2020-03-17,20,3416.1
2020-03-17,21,3240.3
2020-03-17,22,2696.3
2020-03-17,23,2201.9
2020-03-18,0,1998.4
2020-03-18,1,1976.6
2020-03-18,2,1968.7
2020-03-18,3,1953.3
2020-03-18,4,1996.1000000000001
2020-03-18,5,2242.1
2020-03-18,6,2455.46
2020-03-18,7,3141.98
2020-03-18,8,3773.05
2020-03-18,9,4270.51
2020-03-18,10,4750.09
2020-03-18,11,5067.64
2020-03-18,12,5206.49
2020-03-18,13,5392.64
2020-03-18,14,5494.85
2020-03-18,15,5621.41
2020-03-18,16,5277.25
2020-03-18,17,5092.0199999999995
2020-03-18,18,4689.2699999999995
2020-03-18,19,3865.81
2020-03-18,20,3407.2000000000003
2020-03-18,21,3207.6
2020-03-18,22,2661.1
2020-03-18,23,2203.9
2020-03-19,0,2017.9
2020-03-19,1,1995
2020-03-19,2,1992.8999999999999
2020-03-19,3,1969.8
2020-03-19,4,2007.7
2020-03-19,5,2214.4
2020-03-19,6,2445.1
2020-03-19,7,3206.03
2020-03-19,8,3796.08
2020-03-19,9,4298.16
2020-03-19,10,4842.43
2020-03-19,11,5169.2699999999995
2020-03-19,12,5421.41
2020-03-19,13,5714.07
2020-03-19,14,5798.6
2020-03-19,15,5807.07
2020-03-19,16,5532.87
2020-03-19,17,5281.61
2020-03-19,18,5005.7699999999995
2020-03-19,19,4284.83
2020-03-19,20,3846.8
2020-03-19,21,3641.4
2020-03-19,22,3114
2020-03-19,23,2656
2020-03-20,0,2340.5
2020-03-20,1,2237.7
2020-03-20,2,2182.1
2020-03-20,3,2131.9
2020-03-20,4,2150.6
2020-03-20,5,2385.4
2020-03-20,6,2567.62
2020-03-20,7,3145.39
2020-03-20,8,3661.89
2020-03-20,9,4020.95
2020-03-20,10,4227.11
2020-03-20,11,4265.98
2020-03-20,12,4296.51
2020-03-20,13,4593.93
2020-03-20,14,4452.91
2020-03-20,15,4737.6
2020-03-20,16,4570.34
2020-03-20,17,4195.53
2020-03-20,18,3902.15
2020-03-20,19,3348.18
2020-03-20,20,3039.1
2020-03-20,21,2952.3
2020-03-20,22,2551.6
2020-03-20,23,2176.9
2020-03-21,0,2003.7
2020-03-21,1,1948.8
2020-03-21,2,1936.5
2020-03-21,3,1916.8
2020-03-21,4,1903.5
2020-03-21,5,2029.7
2020-03-21,6,2109.6
2020-03-21,7,2228.29
2020-03-21,8,2520.99
2020-03-21,9,2711.88
2020-03-21,10,2752.75
2020-03-21,11,2814.45
2020-03-21,12,2607.52
2020-03-21,13,2611.62
2020-03-21,14,2403.86
2020-03-21,15,2256.43
2020-03-21,16,2364.62
2020-03-21,17,2246.31
2020-03-21,18,2324.29
2020-03-21,19,2399.32
2020-03-21,20,2497.5
2020-03-21,21,2408.6
2020-03-21,22,2062.8
2020-03-21,23,1919.8
2020-03-22,0,1887
2020-03-22,1,1895.7
2020-03-22,2,1881
2020-03-22,3,1879.9
2020-03-22,4,1882.1000000000001
2020-03-22,5,2005
2020-03-22,6,2084.9
2020-03-22,7,2387.07
2020-03-22,8,2492.84
2020-03-22,9,2536.22
2020-03-22,10,2570.76
2020-03-22,11,2611.49
2020-03-22,12,2632.06
2020-03-22,13,2338.59
2020-03-22,14,2261.75
2020-03-22,15,2095.54
2020-03-22,16,2117.62
2020-03-22,17,2041.66
2020-03-22,18,2146.6
2020-03-22,19,2149.91
2020-03-22,20,2173.1
2020-03-22,21,2149.3
2020-03-22,22,2027.7
2020-03-22,23,1925.3
2020-03-23,0,1930.8
2020-03-23,1,1915.8
2020-03-23,2,1904.7
2020-03-23,3,1889.1
2020-03-23,4,1941
2020-03-23,5,2165.8
2020-03-23,6,2361.42
2020-03-23,7,3087.74
2020-03-23,8,3684.04
2020-03-23,9,3926.45
2020-03-23,10,4284.77
2020-03-23,11,4338.06
2020-03-23,12,4286.8
2020-03-23,13,4071.0299999999997
2020-03-23,14,3968.87
2020-03-23,15,3966.87
2020-03-23,16,3868.87
2020-03-23,17,3654.13
2020-03-23,18,3295.29
2020-03-23,19,2851.15
2020-03-23,20,2714.9
2020-03-23,21,2673.4
2020-03-23,22,2353.4
2020-03-23,23,1996.8
2020-03-24,0,1871.9
2020-03-24,1,1849.2
2020-03-24,2,1839.3
2020-03-24,3,1822.5
2020-03-24,4,1847.3
2020-03-24,5,2067.4
2020-03-24,6,2263.1
2020-03-24,7,3094.15
2020-03-24,8,3591.09
2020-03-24,9,3751.93
2020-03-24,10,4009.75
2020-03-24,11,4010.4700000000003
2020-03-24,12,3760.27
2020-03-24,13,3652.57
2020-03-24,14,3542.39
2020-03-24,15,3522.91
2020-03-24,16,3488.96
2020-03-24,17,3403.46
2020-03-24,18,3138.99
2020-03-24,19,2768.22
2020-03-24,20,2649
2020-03-24,21,2627
2020-03-24,22,2328.1
2020-03-24,23,2057.3
2020-03-25,0,1975.3
2020-03-25,1,1915.5
2020-03-25,2,1901.2
2020-03-25,3,1891
2020-03-25,4,1901
2020-03-25,5,2045.2
2020-03-25,6,2286.8
2020-03-25,7,2875.37
2020-03-25,8,3338.58
2020-03-25,9,3537.19
2020-03-25,10,3740.63
2020-03-25,11,3872.22
2020-03-25,12,3938.07
2020-03-25,13,3849.48
2020-03-25,14,3589.15
2020-03-25,15,3596.25
2020-03-25,16,3592.72
2020-03-25,17,3502.81
2020-03-25,18,3115.44
2020-03-25,19,2672.41
2020-03-25,20,2580.6
2020-03-25,21,2578.9
2020-03-25,22,2255.1
2020-03-25,23,2014.2
2020-03-26,0,1945.8
2020-03-26,1,1915.2
2020-03-26,2,1898.4
2020-03-26,3,1880.1000000000001
2020-03-26,4,1892
2020-03-26,5,2091.1
2020-03-26,6,2281.4
2020-03-26,7,2852.73
2020-03-26,8,3205.69
2020-03-26,9,3255.4
2020-03-26,10,3487.22
2020-03-26,11,3600.26
2020-03-26,12,3271.28
2020-03-26,13,3375.56
2020-03-26,14,3377.13
2020-03-26,15,3215.43
2020-03-26,16,3199.19
2020-03-26,17,3180.8
2020-03-26,18,2957.36
2020-03-26,19,2632.37
2020-03-26,20,2553.3
2020-03-26,21,2551
2020-03-26,22,2262.2
2020-03-26,23,2027.8
2020-03-27,0,1957.3
2020-03-27,1,1922.4
2020-03-27,2,1900.2
2020-03-27,3,1883
2020-03-27,4,1903.6
2020-03-27,5,2096.2
2020-03-27,6,2247.5
2020-03-27,7,2807.59
2020-03-27,8,3227.82
2020-03-27,9,3382.18
2020-03-27,10,3433.31
2020-03-27,11,3402.07
2020-03-27,12,3441.9
2020-03-27,13,3594.81
2020-03-27,14,3785.1
2020-03-27,15,3759.98
2020-03-27,16,3769.89
2020-03-27,17,3708.13
2020-03-27,18,3452.14
2020-03-27,19,2902.2
2020-03-27,20,2639.6
2020-03-27,21,2547.5
2020-03-27,22,2232.6
2020-03-27,23,1989.5
2020-03-28,0,1941.5
2020-03-28,1,1893.9
2020-03-28,2,1878.8
2020-03-28,3,1854.8
2020-03-28,4,1848.8
2020-03-28,5,1846.2
2020-03-28,6,1859.8
2020-03-28,7,1962.5900000000001
2020-03-28,8,2206.13
2020-03-28,9,2325.31
2020-03-28,10,2297.44
2020-03-28,11,2238.32
2020-03-28,12,2167.89
2020-03-28,13,2153.07
2020-03-28,14,2215.57
2020-03-28,15,2230.74
2020-03-28,16,2217.17
2020-03-28,17,2230.19
2020-03-28,18,2335.4
2020-03-28,19,2393.99
2020-03-28,20,2372.2
2020-03-28,21,2347.5
2020-03-28,22,2088.8
2020-03-28,23,1961.7
2020-03-29,0,1925.1
2020-03-29,1,1918.8
2020-03-29,2,1873.5
2020-03-29,3,1853.5
2020-03-29,4,1857.7
2020-03-29,5,1866.7
2020-03-29,6,1867.1000000000001
2020-03-29,7,2074.16
2020-03-29,8,2085.62
2020-03-29,9,2072.12
2020-03-29,10,2197.64
2020-03-29,11,2310.05
2020-03-29,12,2168.17
2020-03-29,13,2149.84
2020-03-29,14,2323.7599999999998
2020-03-29,15,2363.93
2020-03-29,16,2271.56
2020-03-29,17,2190.02
2020-03-29,18,2030.48
2020-03-29,19,2022.13
2020-03-29,20,2083.4
2020-03-29,21,2099.3
2020-03-29,22,2014.2
2020-03-29,23,1931.3
2020-03-30,0,1897.1000000000001
2020-03-30,1,1868
2020-03-30,2,1871.3
2020-03-30,3,1855.8
2020-03-30,4,1927.5
2020-03-30,5,2097.8
2020-03-30,6,2216.6
2020-03-30,7,2673.78
2020-03-30,8,3129.27
2020-03-30,9,3203.54
2020-03-30,10,3417.53
2020-03-30,11,3266.47
2020-03-30,12,3123.47
2020-03-30,13,3170.22
2020-03-30,14,3262.95
2020-03-30,15,3231.69
2020-03-30,16,3092.93
2020-03-30,17,3036.3
2020-03-30,18,2924.57
2020-03-30,19,2571.97
2020-03-30,20,2461.2
2020-03-30,21,2442.7
2020-03-30,22,2171.6
2020-03-30,23,1936.2
2020-03-31,0,1859.2
2020-03-31,1,1834.5
2020-03-31,2,1829
2020-03-31,3,1808.4
2020-03-31,4,1885.5
2020-03-31,5,2051.7
2020-03-31,6,2210.9
2020-03-31,7,2736.61
2020-03-31,8,3191.1
2020-03-31,9,3288.25
2020-03-31,10,3215.86
2020-03-31,11,3193.86
2020-03-31,12,3394.72
2020-03-31,13,3165.19
2020-03-31,14,3066.22
2020-03-31,15,3163
2020-03-31,16,3119.43
2020-03-31,17,3061.65
2020-03-31,18,2858.84
2020-03-31,19,2558.82
2020-03-31,20,2491.3
2020-03-31,21,2490.9
2020-03-31,22,2178.5
2020-03-31,23,1937.1000000000001
2020-04-01,0,1892.8999999999999
2020-04-01,1,1873.6
2020-04-01,2,1849.9
2020-04-01,3,1835.9
2020-04-01,4,1871.4
2020-04-01,5,1961.2
2020-04-01,6,2017
2020-04-01,7,2635.39
2020-04-01,8,3039.4700000000003
2020-04-01,9,3278.54
2020-04-01,10,3408.43
2020-04-01,11,3399.46
2020-04-01,12,3314.22
2020-04-01,13,3355.52
2020-04-01,14,3279.15
2020-04-01,15,3477.15
2020-04-01,16,3527.54
2020-04-01,17,3434.41
2020-04-01,18,3192.95
2020-04-01,19,2702.25
2020-04-01,20,2519.5
2020-04-01,21,2500
2020-04-01,22,2154.2
2020-04-01,23,1956
2020-04-02,0,1911.8
2020-04-02,1,1901.2
2020-04-02,2,1869
2020-04-02,3,1877.4
2020-04-02,4,1918.7
2020-04-02,5,1997.9
2020-04-02,6,2061.2
2020-04-02,7,2536.73
2020-04-02,8,3060.69
2020-04-02,9,3301.73
2020-04-02,10,3335.38
2020-04-02,11,3422.15
2020-04-02,12,3487.48
2020-04-02,13,3246.48
2020-04-02,14,3247.2599999999998
2020-04-02,15,3277.95
2020-04-02,16,3311.75
2020-04-02,17,3207.5
2020-04-02,18,2999.98
2020-04-02,19,2691.1
2020-04-02,20,2633.7
2020-04-02,21,2660.5
2020-04-02,22,2318.8
2020-04-02,23,2099.1
2020-04-03,0,2015.1
2020-04-03,1,1942.3
2020-04-03,2,1913.2
2020-04-03,3,1891.1000000000001
2020-04-03,4,1918.5
2020-04-03,5,2082.3
2020-04-03,6,2222.1
2020-04-03,7,2806.48
2020-04-03,8,3128.28
2020-04-03,9,3233.83
2020-04-03,10,3383.61
2020-04-03,11,3397.26
2020-04-03,12,3125.41
2020-04-03,13,2966.58
2020-04-03,14,3233.96
2020-04-03,15,3324.1
2020-04-03,16,3273.73
2020-04-03,17,3207.43
2020-04-03,18,2932.96
2020-04-03,19,2592.42
2020-04-03,20,2521.9
2020-04-03,21,2495.3
2020-04-03,22,2183.7
2020-04-03,23,1997.9
2020-04-04,0,1932.7
2020-04-04,1,1867.9
2020-04-04,2,1841.8
2020-04-04,3,1828.1
2020-04-04,4,1837.6000000000001
2020-04-04,5,1835.2
2020-04-04,6,1862.5
2020-04-04,7,1998.75
2020-04-04,8,2268.21
2020-04-04,9,2300.16
2020-04-04,10,2339.11
2020-04-04,11,2276.29
2020-04-04,12,2176.91
2020-04-04,13,2169.07
2020-04-04,14,2154.66
2020-04-04,15,2162.13
2020-04-04,16,2256.12
2020-04-04,17,2265.76
2020-04-04,18,2281.74
2020-04-04,19,2293.44
2020-04-04,20,2317.2
2020-04-04,21,2320.2
2020-04-04,22,1954.5
2020-04-04,23,1793.2
2020-04-05,0,1766.1
2020-04-05,1,1752.1
2020-04-05,2,3459.1
2020-04-05,3,1711.8
2020-04-05,4,1717.1
2020-04-05,5,1717.2
2020-04-05,6,1738.67
2020-04-05,7,2135.11
2020-04-05,8,2254.29
2020-04-05,9,2292.0099999999998
2020-04-05,10,2239.14
2020-04-05,11,2222.46
2020-04-05,12,2176.67
2020-04-05,13,2196.75
2020-04-05,14,2234.25
2020-04-05,15,2169.17
2020-04-05,16,2206.98
2020-04-05,17,2130.77
2020-04-05,18,2176.11
2020-04-05,19,2123.1
2020-04-05,20,2093.7
2020-04-05,21,2027.6
2020-04-05,22,1916
2020-04-05,23,1827.7
2020-04-06,0,1790.7
2020-04-06,1,1776.2
2020-04-06,2,1712.1
2020-04-06,3,1684.8999999999999
2020-04-06,4,1751.1
2020-04-06,5,1906.6
2020-04-06,6,2099.28
2020-04-06,7,2836.42
2020-04-06,8,3120.62
2020-04-06,9,3244.38
2020-04-06,10,3282.62
2020-04-06,11,3382.57
2020-04-06,12,3376.39
2020-04-06,13,3374.75
2020-04-06,14,3256.05
2020-04-06,15,3270.84
2020-04-06,16,3217.1
2020-04-06,17,3123.6
2020-04-06,18,2950.2
2020-04-06,19,2699
2020-04-06,20,2568.2
2020-04-06,21,2510.8
2020-04-06,22,2193
2020-04-06,23,1921.7
2020-04-07,0,1869.6
2020-04-07,1,1805.5
2020-04-07,2,1780.2
2020-04-07,3,1801.1
2020-04-07,4,1832.8999999999999
2020-04-07,5,1947
2020-04-07,6,2082.56
2020-04-07,7,2736.74
2020-04-07,8,3019.52
2020-04-07,9,3169.62
2020-04-07,10,3126.2
2020-04-07,11,3208.47
2020-04-07,12,3337.88
2020-04-07,13,3285.09
2020-04-07,14,3227.2
2020-04-07,15,3205.05
2020-04-07,16,3166.82
2020-04-07,17,3059.94
2020-04-07,18,2899.5
2020-04-07,19,2667.1
2020-04-07,20,2562
2020-04-07,21,2528.1
2020-04-07,22,2202.8
2020-04-07,23,1957.3999999999999
2020-04-08,0,1890.2
2020-04-08,1,1835.3
2020-04-08,2,1806.5
2020-04-08,3,1811.2
2020-04-08,4,1748.3999999999999
2020-04-08,5,1765.8
2020-04-08,6,1934.3
2020-04-08,7,2601
2020-04-08,8,2970.56
2020-04-08,9,3169.94
2020-04-08,10,3256
2020-04-08,11,3070.04
2020-04-08,12,3065.59
2020-04-08,13,3125.92
2020-04-08,14,3119.11
2020-04-08,15,3075.56
2020-04-08,16,3050.66
2020-04-08,17,2982.74
2020-04-08,18,2893.81
2020-04-08,19,2681.6
2020-04-08,20,2571.3
2020-04-08,21,2545.7
2020-04-08,22,2227.4
2020-04-08,23,1973.2
2020-04-09,0,1891.8
2020-04-09,1,1815.8
2020-04-09,2,1716.6
2020-04-09,3,1701.4
2020-04-09,4,1688.7
2020-04-09,5,1749.6
2020-04-09,6,1937.91
2020-04-09,7,2680.43
2020-04-09,8,2980.62
2020-04-09,9,3101.12
2020-04-09,10,3102.39
2020-04-09,11,3055.02
2020-04-09,12,3138.02
2020-04-09,13,3160.41
2020-04-09,14,3455.18
2020-04-09,15,3496.9
2020-04-09,16,3406.32
2020-04-09,17,3132.13
2020-04-09,18,2806.31
2020-04-09,19,2566.6
2020-04-09,20,2553.5
2020-04-09,21,2530.3
2020-04-09,22,2228.6
2020-04-09,23,1939.1
2020-04-10,0,1849.7
2020-04-10,1,1787.9
2020-04-10,2,1737.6000000000001
2020-04-10,3,1744.5
2020-04-10,4,1732.8
2020-04-10,5,1737.3
2020-04-10,6,1802.21
2020-04-10,7,1967.77
2020-04-10,8,1995.3300000000002
2020-04-10,9,2067.65
2020-04-10,10,2085.46
2020-04-10,11,2163.34
2020-04-10,12,2098.67
2020-04-10,13,2062.3
2020-04-10,14,2012.52
2020-04-10,15,1978
2020-04-10,16,1914.69
2020-04-10,17,1905.81
2020-04-10,18,1817.4
2020-04-10,19,1849.4
2020-04-10,20,1875.2
2020-04-10,21,1866.4
2020-04-10,22,1848.5
2020-04-10,23,1779
2020-04-11,0,1747.1
2020-04-11,1,1749.5
2020-04-11,2,1736.8999999999999
2020-04-11,3,1727.8
2020-04-11,4,1736.6
2020-04-11,5,1734.5
2020-04-11,6,1758.72
2020-04-11,7,1774.94
2020-04-11,8,1800.95
2020-04-11,9,1761.99
2020-04-11,10,1776.24
2020-04-11,11,1781.99
2020-04-11,12,1765.56
2020-04-11,13,1716.27
2020-04-11,14,1709.61
2020-04-11,15,1692.76
2020-04-11,16,1706.13
2020-04-11,17,1630.66
2020-04-11,18,1662.3
2020-04-11,19,1721.9
2020-04-11,20,1753.8
2020-04-11,21,1738.5
2020-04-11,22,1716.7
2020-04-11,23,1681.3
2020-04-12,0,1683.3999999999999
2020-04-12,1,1662.3
2020-04-12,2,1639.8
2020-04-12,3,1652.3
2020-04-12,4,1645.7
2020-04-12,5,1660.3
2020-04-12,6,1670.1
2020-04-12,7,1662.6
2020-04-12,8,1670.22
2020-04-12,9,1651.61
2020-04-12,10,1678.5
2020-04-12,11,1695.96
2020-04-12,12,1717.65
2020-04-12,13,1691.67
2020-04-12,14,1692.48
2020-04-12,15,1659.6399999999999
2020-04-12,16,1641.33
2020-04-12,17,1654.2
2020-04-12,18,1671.5
2020-04-12,19,1765.2
2020-04-12,20,1775.1000000000001
2020-04-12,21,1743.4
2020-04-12,22,1757.1
2020-04-12,23,1694.5
2020-04-13,0,1665.5
2020-04-13,1,1667.7
2020-04-13,2,1664
2020-04-13,3,1659.8999999999999
2020-04-13,4,1668.5
2020-04-13,5,1648.7
2020-04-13,6,1703.46
2020-04-13,7,1726.06
2020-04-13,8,1755.56
2020-04-13,9,1840.64
2020-04-13,10,1851.56
2020-04-13,11,2086.2799999999997
2020-04-13,12,2047.23
2020-04-13,13,1994.96
2020-04-13,14,1943.42
2020-04-13,15,1915.28
2020-04-13,16,1860.53
2020-04-13,17,1799.86
2020-04-13,18,1784.6
2020-04-13,19,1825
2020-04-13,20,1856.1000000000001
2020-04-13,21,1833.8
2020-04-13,22,1824.4
2020-04-13,23,1767.8999999999999
2020-04-14,0,1744.2
2020-04-14,1,1726.3
2020-04-14,2,1731.7
2020-04-14,3,1726.4
2020-04-14,4,1717.5
2020-04-14,5,1733.8
2020-04-14,6,1754.08
2020-04-14,7,1793.05
2020-04-14,8,1875.64
2020-04-14,9,2038.13
2020-04-14,10,2137.87
2020-04-14,11,2204.98
2020-04-14,12,2134.08
2020-04-14,13,2109.7
2020-04-14,14,2159.86
2020-04-14,15,2177.25
2020-04-14,16,2130.89
2020-04-14,17,2079.11
2020-04-14,18,1980.6
2020-04-14,19,1992.9
2020-04-14,20,2012.5
2020-04-14,21,1983
2020-04-14,22,1917.3
2020-04-14,23,1850.2
2020-04-15,0,1823.4
2020-04-15,1,1799.6
2020-04-15,2,1784.7
2020-04-15,3,1781.9
2020-04-15,4,1788.6
2020-04-15,5,1876.7
2020-04-15,6,2038.87
2020-04-15,7,2630.99
2020-04-15,8,2957.17
2020-04-15,9,3122.19
2020-04-15,10,3260.87
2020-04-15,11,3396.43
2020-04-15,12,3442.19
2020-04-15,13,3444.32
2020-04-15,14,3460.5
2020-04-15,15,3444.4
2020-04-15,16,3226.72
2020-04-15,17,3047.42
2020-04-15,18,2894.3
2020-04-15,19,2625.56
2020-04-15,20,2537.46
2020-04-15,21,2475.86
2020-04-15,22,2176.98
2020-04-15,23,1975.7
2020-04-16,0,1924
2020-04-16,1,1887.44
2020-04-16,2,1872.22
2020-04-16,3,1850.8200000000002
2020-04-16,4,1857.04
2020-04-16,5,1946.96
2020-04-16,6,2025.46
2020-04-16,7,2094.2200000000003
2020-04-16,8,2262.22
2020-04-16,9,2457.4
2020-04-16,10,3052.7
2020-04-16,11,3230.62
2020-04-16,12,3181.21
2020-04-16,13,3162.58
2020-04-16,14,3202.68
2020-04-16,15,3169.08
2020-04-16,16,3020.6
2020-04-16,17,2967.1
2020-04-16,18,2885.87
2020-04-16,19,2673.94
2020-04-16,20,2564.44
2020-04-16,21,2540.04
2020-04-16,22,2229.87
2020-04-16,23,2042.48
2020-04-17,0,1898.07
2020-04-17,1,1811.32
2020-04-17,2,1796.5
2020-04-17,3,1762.5
2020-04-17,4,1770.73
2020-04-17,5,1846.44
2020-04-17,6,1947.12
2020-04-17,7,2427.7
2020-04-17,8,2766.7
2020-04-17,9,3040.37
2020-04-17,10,3121.39
2020-04-17,11,3281.4
2020-04-17,12,3306.48
2020-04-17,13,3260.7599999999998
2020-04-17,14,3298.16
2020-04-17,15,3212.36
2020-04-17,16,3115.69
2020-04-17,17,2999.47
2020-04-17,18,2881.84
2020-04-17,19,2618.52
2020-04-17,20,2524.72
2020-04-17,21,2483.52
2020-04-17,22,2153.95
2020-04-17,23,1963.46
2020-04-18,0,1914.03
2020-04-18,1,1873.69
2020-04-18,2,1848.78
2020-04-18,3,1851.3799999999999
2020-04-18,4,1844.31
2020-04-18,5,1861.92
2020-04-18,6,1880.89
2020-04-18,7,1965.78
2020-04-18,8,2176.28
2020-04-18,9,2238.55
2020-04-18,10,2254.38
2020-04-18,11,2337.78
2020-04-18,12,2353.85
2020-04-18,13,2336.54
2020-04-18,14,2332.2400000000002
2020-04-18,15,2311.64
2020-04-18,16,2316.18
2020-04-18,17,2287.05
2020-04-18,18,2305.5
2020-04-18,19,2378.4
2020-04-18,20,2416
2020-04-18,21,2354.2
2020-04-18,22,2040.34
2020-04-18,23,1890.34
2020-04-19,0,1876.9
2020-04-19,1,1845.06
2020-04-19,2,1844.56
2020-04-19,3,1835.76
2020-04-19,4,1832.5
2020-04-19,5,1802.3
2020-04-19,6,1766.06
2020-04-19,7,2021.06
2020-04-19,8,2086.96
2020-04-19,9,2110.22
2020-04-19,10,2176.66
2020-04-19,11,2183.75
2020-04-19,12,2148.22
2020-04-19,13,2200.22
2020-04-19,14,2194.2200000000003
2020-04-19,15,2198.63
2020-04-19,16,2156.46
2020-04-19,17,2146.11
2020-04-19,18,2157.98
2020-04-19,19,2147.68
2020-04-19,20,2157.18
2020-04-19,21,2127.79
2020-04-19,22,1985.1200000000001
2020-04-19,23,1863.01
2020-04-20,0,1841.78
2020-04-20,1,1840.44
2020-04-20,2,1838.04
2020-04-20,3,1774.25
2020-04-20,4,1736.98
2020-04-20,5,1818.06
2020-04-20,6,1977.04
2020-04-20,7,2536.34
2020-04-20,8,2875.04
2020-04-20,9,2997.71
2020-04-20,10,3186.94
2020-04-20,11,3242.12
2020-04-20,12,3203.8
2020-04-20,13,3201.2
2020-04-20,14,3252.1
2020-04-20,15,3184.81
2020-04-20,16,3072.73
2020-04-20,17,2984.28
2020-04-20,18,2901.96
2020-04-20,19,2666.86
2020-04-20,20,2550.16
2020-04-20,21,2455.88
2020-04-20,22,2158.5
2020-04-20,23,1982.77
2020-04-21,0,1943.05
2020-04-21,1,1896.52
2020-04-21,2,1833.6200000000001
2020-04-21,3,1782.24
2020-04-21,4,1779.36
2020-04-21,5,1860.43
2020-04-21,6,1968.32
2020-04-21,7,2471.42
2020-04-21,8,2743.31
2020-04-21,9,2933
2020-04-21,10,3102.92
2020-04-21,11,3091.09
2020-04-21,12,3068.48
2020-04-21,13,3093.18
2020-04-21,14,3129.68
2020-04-21,15,3059.4
2020-04-21,16,3013.01
2020-04-21,17,2972.15
